Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35
0,0,0,0,0,-0.123574189771909,-0.0641690538807951,-0.160634451108858,-0.00465841187578186,0.00405471540063293,0.00346836668114748,0.110091387534328,0.11007642105155,0.110051478420704,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
0,0,0,0,0,-0.12109802677192,-0.0458371198807858,-0.161033640098866,-0.00466637029948186,0.00368235072063293,0.00375841147114747,0.110051478420704,0.109916820764435,0.109692513372545,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
0,0.000652071284114799,0,0,0,-0.11379966497192,-0.0448047808807858,-0.156663021208866,-0.00436099646578186,0.00369977256063293,0.00372748266114747,0.109971674660867,0.109597851595364,0.108975754145603,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
0,0.0491468042324427,0,0,0,-0.11135090377192,-0.0527016758807859,-0.156912182108866,-0.00446654602578186,0.00366069577063293,0.00363271327114747,0.109852005184396,0.109119976019138,0.107903538659497,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
0,0.254867073588487,0.00283562300544159,0.0104310417700173,0.00283562300544159,-0.10451573077192,-0.0226677108807858,-0.159578128908866,-0.00478534713578186,0.00342939100063293,0.00339907749714747,0.109692513372545,0.108483886909658,0.106479364258278,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
0,0.561975937080479,0.075175003839912,0.276536621268248,0.075175003839912,-0.10254671377192,-0.0437708668807859,-0.140161034108866,-0.00458165250278186,0.00335645186063293,0.00338129094214747,0.109493257042526,0.107690506535321,0.104707876302827,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
0,0.836185871058913,0.184503898606387,0.678710769873497,0.184503898606387,-0.0955735157719203,-0.0461844878807859,-0.141222515108866,-0.00419873733578186,0.00327892629063293,0.00353224976314747,0.109254308426541,0.106740985221822,0.102594853018646,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
0,1.01622506731467,0.206687013386814,0.760312942101495,0.206687013386814,-0.0943405127719203,-0.0365907388807859,-0.145228313108866,-0.00438592849578186,0.00342748059063293,0.00335643078114747,0.108975754145603,0.10563669968429,0.100147186648491,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
0,1.10900922684823,0.155353658064308,0.57147952787942,0.155353658064308,-0.0980545587719203,-0.0632793939107859,-0.140822535108866,-0.00444364097578186,0.00341282576063293,0.00321162558114747,0.108657695178134,0.104379251031186,0.0973728609713096,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
0,1.14212081484269,0.0900187110111517,0.331140258362451,0.0900187110111517,-0.0983990527719203,-0.0369051828807859,-0.141437491108866,-0.00464135445978186,0.00323026012063293,0.00323339537114747,0.108300246823355,0.102970462442841,0.0942809252608097,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,-1.21956317098976e-18,2.46716227694479e-18,6.4482650420148e-19,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,1
